time,x,prediction,ewma,error,lcl,ucl,stage_1_alarm,true_regime,true_shift
526,3.4550455762707117,0.4652301917197118,0.4951283455652218,2.989815384551,-5.2273015081717045,6.157761891611129,0,after_shift,0
527,2.131485816805452,0.4951283455652218,0.5114919202776241,1.63635747124023,-5.404636015129133,6.394892706259577,0,after_shift,0
528,2.2582288233226957,0.5114919202776241,0.5289592893080748,1.7467369030450715,-5.342720933240001,6.365704773795249,0,after_shift,0
529,3.564718021669904,0.5289592893080748,0.559316876631693,3.0357587323618294,-5.296090765531213,6.354009344147363,0,after_shift,0
530,1.6382295225558288,0.559316876631693,0.5701060030909345,1.0789126459241358,-5.472413531867514,6.591047285130901,0,after_shift,0
531,1.0588779040750418,0.5701060030909345,0.5749937221007756,0.4887719009841073,-5.353280423495134,6.493492429677003,0,after_shift,0
532,1.5514357919716455,0.5749937221007756,0.5847581427994842,0.9764420698708699,-5.20771200340239,6.357699447603942,0,after_shift,0
533,2.4523339506431387,0.5847581427994842,0.6034339008779208,1.8675758078436546,-5.089459762295006,6.258976047893975,0,after_shift,0
534,0.4342409278194856,0.6034339008779208,0.6017419711473364,-0.16919297305843523,-5.067230885713636,6.274098687469477,0,after_shift,0
535,2.6374709026511214,0.6017419711473364,0.6220992604623742,2.035728931503785,-4.926503589946576,6.129987532241249,0,after_shift,0
536,1.461228682382257,0.6220992604623742,0.630490554681573,0.8391294219198827,-4.936525620002174,6.180724140926921,0,after_shift,0
537,3.1478126607335635,0.630490554681573,0.6556637757420929,2.5173221060519904,-4.816550588697349,6.077531698060494,0,after_shift,0
538,-0.3942603049004716,0.6556637757420929,0.6451645349356673,-1.0499240806425645,-4.9155438240793075,6.226871375563492,0,after_shift,0
539,1.2134342248958312,0.6451645349356673,0.6508472318352688,0.5682696899601639,-4.830462339961238,6.120791409832573,0,after_shift,0
540,0.313531848765898,0.6508472318352688,0.6474740780045751,-0.3373153830693708,-4.699730670380148,6.0014251340506855,0,after_shift,0
541,1.1737705336360476,0.6474740780045751,0.6527370425608898,0.5262964556314724,-4.572530849554113,5.867479005563263,0,after_shift,0
542,2.247665901108943,0.6527370425608898,0.6686863311463703,1.5949288585480532,-4.447328981834749,5.752803066956529,0,after_shift,0
543,1.820773374550245,0.6686863311463703,0.680207201580409,1.1520870434038746,-4.416080026244914,5.753452688537654,0,after_shift,0
544,1.7466224310519851,0.680207201580409,0.6908713538751248,1.066415229471576,-4.335706824178596,5.696121227339413,0,after_shift,0
545,1.8408151286199392,0.6908713538751248,0.702370791622573,1.1499437747448145,-4.250098438266658,5.631841146016908,0,after_shift,0
546,2.2033882406199434,0.702370791622573,0.7173809661125466,1.5010174489973704,-4.17488152610697,5.579623109352116,0,after_shift,0
547,0.9914639580568922,0.7173809661125466,0.7201217960319901,0.2740829919443456,-4.141845791741612,5.576607723966705,0,after_shift,0
548,2.706849640899051,0.7201217960319901,0.7399890744806608,1.9867278448670607,-4.019634011912811,5.459877603976792,0,after_shift,0
549,2.662665970385484,0.7399890744806608,0.7592158434397089,1.9226768959048233,-4.068150924656813,5.548129073618135,0,after_shift,0
550,2.385037937656101,0.7592158434397089,0.7754740643818728,1.625822094216392,-4.101422863506244,5.619854550385661,0,after_shift,0
551,2.556533442751263,0.7754740643818728,0.7932846581655667,1.7810593783693904,-4.0860074047185835,5.63695553348233,0,after_shift,0
552,2.2964180008086594,0.7932846581655667,0.8083159915919976,1.5031333426430926,-4.093409479987719,5.679978796318852,0,after_shift,0
553,4.035073302731068,0.8083159915919976,0.8405835647033884,3.2267573111390706,-4.060207917198327,5.676839900382322,0,after_shift,0
554,1.91290582894749,0.8405835647033884,0.8513067873458293,1.0723222642441017,-4.375045067895478,6.056212197302255,0,after_shift,0
555,1.6929167816654234,0.8513067873458293,0.8597228872890252,0.841609994319594,-4.282900717109262,5.985514291800921,0,after_shift,0
556,1.2464724196426222,0.8597228872890252,0.8635903826125612,0.386749532353597,-4.176229920870044,5.8956756954480944,0,after_shift,0
557,0.9677373294221632,0.8635903826125612,0.8646318520806571,0.10414694680960201,-4.0517009100835315,5.7788816753086545,0,after_shift,0
558,0.7555282123989246,0.8646318520806571,0.8635408156838398,-0.10910363968173242,-3.926710864881856,5.6559745690431695,0,after_shift,0
559,1.1112026867690816,0.8635408156838398,0.8660174343946923,0.24766187108524185,-3.80705587014834,5.53413750151602,0,after_shift,0
560,1.9293196183479289,0.8660174343946923,0.8766504562342246,1.0633021839532366,-3.6893476566486667,5.421382525438051,0,after_shift,0
561,2.3342951284977147,0.8766504562342246,0.8912269029568594,1.4576446722634901,-3.6202994820619,5.3736003945303485,0,after_shift,0
562,2.051142058552162,0.8912269029568594,0.9028260545128123,1.1599151555953024,-3.599603577691971,5.382057383605689,0,after_shift,0
563,1.2344647225702872,0.9028260545128123,0.9061424411933869,0.3316386680574749,-3.542914818649863,5.3485669276754875,0,after_shift,0
564,2.9001845640199635,0.9061424411933869,0.9260828624216526,1.9940421228265766,-3.432736931238127,5.2450218136249,0,after_shift,0
565,2.7394126723009475,0.9260828624216526,0.9442161605204455,1.813329809879295,-3.5094410404007776,5.361606765244082,0,after_shift,0
566,1.840351692577983,0.9442161605204455,0.9531775158410208,0.8961355320575375,-3.5468697802751947,5.435302101316086,0,after_shift,0
567,1.347083855335288,0.9531775158410208,0.9571165792359635,0.3939063394942671,-3.465276600990891,5.3716316326729325,0,after_shift,0
568,2.5484279208297997,0.9571165792359635,0.9730296926519019,1.5913113415938362,-3.357558719712224,5.271791878184151,0,after_shift,0
569,2.1879735874861046,0.9730296926519019,0.9851791316002438,1.2149438948342026,-3.365763237672646,5.311822622976449,0,after_shift,0
570,0.5518727405849524,0.9851791316002438,0.980846067690091,-0.43330639101529145,-3.321572287745928,5.291930550946416,0,after_shift,0
571,1.932019744015595,0.980846067690091,0.9903578044533461,0.9511736763255041,-3.226907714491189,5.1885998498713715,0,after_shift,0
572,2.262035812074381,0.9903578044533461,1.0030745845295566,1.271678007621035,-3.1601917266362873,5.1409073355429795,0,after_shift,0
573,1.1003052135122462,1.0030745845295566,1.0040468908193834,0.09723062898268964,-3.13134587900667,5.137495048065784,0,after_shift,0
574,2.1898433928374432,1.0040468908193834,1.015904855839564,1.1857965020180599,-3.0262155260323187,5.034309307671085,0,after_shift,0
575,0.5451775147422109,1.015904855839564,1.0111975824285906,-0.47072734109735315,-2.992039180214604,5.023848891893731,0,after_shift,0
576,3.33618610001217,1.0111975824285906,1.0344474676044262,2.32498851758358,-2.908004827460509,4.930399992317691,0,after_shift,0
577,3.247949985059432,1.0344474676044262,1.0565824927789762,2.213502517455006,-3.0916460088329982,5.160540944041851,0,after_shift,0
578,1.7474826656970353,1.0565824927789762,1.0634914945081568,0.690900172918059,-3.230401532749384,5.343566518307337,0,after_shift,0
579,2.363454337839073,1.0634914945081568,1.076491122941466,1.2999628433309163,-3.1405690194950324,5.2675520085113465,0,after_shift,0
580,-0.4099219657998749,1.076491122941466,1.0616269920540526,-1.486413088741341,-3.1128853333404445,5.265867579223376,0,after_shift,0
581,0.8436523397346671,1.0616269920540526,1.0594472455308588,-0.2179746523193855,-3.141654116734464,5.264908100842569,0,after_shift,0
582,1.7062210798478703,1.0594472455308588,1.065914983874029,0.6467738343170115,-3.0400129997450596,5.158907490806778,0,after_shift,0
583,0.9278669785731408,1.065914983874029,1.06453450382102,-0.13804800530088812,-2.9532314384659832,5.085061406214041,0,after_shift,0
584,2.714396482630659,1.06453450382102,1.0810331236091164,1.6498619788096387,-2.853939284440615,4.983008292082655,0,after_shift,0
585,3.997296530747994,1.0810331236091164,1.110195757680505,2.9162634071388776,-2.895351545274612,5.057417792492845,0,after_shift,0
586,0.823385280570698,1.110195757680505,1.107327652909407,-0.286810477109807,-3.231246376000957,5.451637891361967,0,after_shift,0
587,1.1625365959148073,1.107327652909407,1.1078797423394608,0.05520894300540036,-3.1285584317841355,5.34321373760295,0,after_shift,0
588,2.2354483683099304,1.1078797423394608,1.1191554285991656,1.1275686259704696,-3.020917417693939,5.23667690237286,0,after_shift,0
589,3.6111161484996206,1.1191554285991656,1.1440750357981702,2.491960719900455,-2.9755671068222145,5.213877964020545,0,after_shift,0
590,0.7776256874600969,1.1440750357981702,1.1404105423147894,-0.3664493483380733,-3.1829164956553364,5.471066567251677,0,after_shift,0
591,2.249036122306942,1.1404105423147894,1.1514967981147108,1.1086255799921527,-3.0841771575454793,5.364998242175059,0,after_shift,0
592,3.821298850813109,1.1514967981147108,1.1781948186416948,2.6698020526983983,-3.0327423174947166,5.335735913724139,0,after_shift,0
593,0.3482408518207327,1.1781948186416948,1.169895278973485,-0.8299539668209621,-3.276015939509835,5.632405576793225,0,after_shift,0
594,0.718930793154168,1.169895278973485,1.165385634115292,-0.45096448581931714,-3.2070859202436206,5.54687647819059,0,after_shift,0
595,1.5763933935391616,1.165385634115292,1.1694957117095306,0.4110077594238697,-3.11148030167772,5.442251569908304,0,after_shift,0
596,1.479411587144589,1.1694957117095306,1.1725948704638813,0.3099158754350584,-3.0081855161185675,5.347176939537629,0,after_shift,0
597,2.812601287753645,1.1725948704638813,1.188994934636779,1.6400064172897635,-2.9046089448623684,5.2497986857901315,0,after_shift,0
598,2.241659719820838,1.188994934636779,1.1995215824886196,1.052664785184059,-2.934443057629336,5.312432926902893,0,after_shift,0
599,0.2250379403578717,1.1995215824886196,1.189776746067312,-0.9744836421307479,-2.8810727675718457,5.280115932549085,0,after_shift,0
600,2.51541040290081,1.189776746067312,1.2030330826356472,1.325633656833498,-2.840857943805898,5.220411435940522,0,after_shift,0
601,1.4224611126443496,1.2030330826356472,1.2052273629357342,0.21942803000870237,-2.824931945701519,5.230998110972814,0,after_shift,0
602,3.274447216941239,1.2052273629357342,1.2259195614757892,2.069219854005505,-2.7235057729734664,5.133960498844935,0,after_shift,0
603,1.3724124635630803,1.2259195614757892,1.227384490496662,0.14649290208729115,-2.8471565134860017,5.29899563643758,0,after_shift,0
604,1.3633847168977642,1.227384490496662,1.228744492760673,0.1360002264011022,-2.743775082407419,5.1985440634007425,0,after_shift,0
605,2.5411316108045314,1.228744492760673,1.2418683639411117,1.3123871180438584,-2.64293810831936,5.100427093840706,0,after_shift,0
606,2.762926482336937,1.2418683639411117,1.25707894512507,1.5210581183958252,-2.6331144530212955,5.116851180903518,0,after_shift,0
607,2.4480993639362034,1.25707894512507,1.268989149313181,1.1910204188111335,-2.655189610324345,5.169347500574484,0,after_shift,0
608,0.3144026826151918,1.268989149313181,1.2594432846462011,-0.9545864666979893,-2.6270205175859678,5.1649988162123295,0,after_shift,0
609,2.538034439928251,1.2594432846462011,1.2722291961990218,1.2785911552820497,-2.5915309626611425,5.110417531953544,0,after_shift,0
610,0.965691948325601,1.2722291961990218,1.2691638237202876,-0.30653724787342074,-2.577986437349002,5.122444829747046,0,after_shift,0
611,2.235276111588264,1.2691638237202876,1.2788249465989674,0.9661122878679762,-2.4891917597133695,5.027519407153944,0,after_shift,0
612,0.5762655646009398,1.2788249465989674,1.271799352778987,-0.7025593819980276,-2.441254714604119,4.998904607802054,0,after_shift,0
613,2.4463221475430634,1.271799352778987,1.2835445807266277,1.1745227947640764,-2.384586623805963,4.928185329363937,0,after_shift,0
614,1.193401095692627,1.2835445807266277,1.2826431458762877,-0.0901434850340006,-2.3663153066139686,4.9334044680672235,0,after_shift,0
615,0.7173653497394783,1.2826431458762877,1.2769903679149195,-0.5652777961368094,-2.2753141288684984,4.840600420621074,0,after_shift,0
616,2.7138201364824,1.2769903679149195,1.2913586656005944,1.4368297685674807,-2.211547938385623,4.765528674215462,0,after_shift,0
617,2.241644521676751,1.2913586656005944,1.300861524161356,0.9502858560761567,-2.24282022652254,4.825537557723729,0,after_shift,0
618,1.386023198607103,1.300861524161356,1.3017131409058134,0.08516167444574707,-2.202318297539001,4.804041345861712,0,after_shift,0
619,3.451178849021064,1.3017131409058134,1.3232077979869659,2.149465708115251,-2.113242063759044,4.716668345570671,0,after_shift,0
620,1.5593475784302575,1.3232077979869659,1.3255691957913989,0.23613978044329165,-2.3041761589491814,4.9505917549231135,0,after_shift,0
621,2.0321076739709345,1.3255691957913989,1.332634580573194,0.7065384781795356,-2.213514237902186,4.864652629484984,0,after_shift,0
622,2.268913447678601,1.332634580573194,1.3419973692442482,0.9362788671054068,-2.1492462980079305,4.814515459154318,0,after_shift,0
623,1.3803340658713863,1.3419973692442482,1.3423807362105196,0.03833669662713812,-2.1093498869213936,4.79334462540989,0,after_shift,0
624,2.471136293399929,1.3423807362105196,1.3536682917824137,1.1287555571894092,-2.0216747559817128,4.706436228402752,0,after_shift,0
625,1.4665476528352754,1.3536682917824137,1.3547970853929423,0.11287936105286178,-2.011501241149022,4.71883782471385,0,after_shift,0
626,1.5883616777837908,1.3547970853929423,1.3571327313168509,0.23356459239084848,-1.926038398697923,4.635632569483808,0,after_shift,0
627,3.362642639803341,1.3571327313168509,1.3771878304017158,2.0055099084864905,-1.8444662423921725,4.558731705025874,0,after_shift,0
628,0.9594139474875668,1.3771878304017158,1.3730100915725743,-0.41777388291414896,-2.020996344403824,4.775372005207256,0,after_shift,0
629,-0.4127803309294902,1.3730100915725743,1.3551521873475536,-1.7857904225020644,-1.9509654888678405,4.696985672012989,0,after_shift,0
630,3.6109369950118944,1.3551521873475536,1.377710035424197,2.255784807664341,-2.0990400946904666,4.809344469385574,0,after_shift,0
631,4.549327952607003,1.377710035424197,1.409426214596025,3.171617917182806,-2.3134586683262346,5.068878739174629,0,after_shift,0
632,1.594730734550668,1.409426214596025,1.4112792597955715,0.18530451995464303,-2.77030011319591,5.589152542387961,0,after_shift,0
633,0.0631619593798147,1.4112792597955715,1.3977980867914137,-1.3481173004157567,-2.664510057720391,5.4870685773115335,0,after_shift,0
634,1.6895160238040563,1.3977980867914137,1.40071526616154,0.2917179370126426,-2.676425121109019,5.472021294691847,0,after_shift,0
635,1.7137770501593308,1.40071526616154,1.403845884001518,0.3130617839977907,-2.5751651042788826,5.376595636601962,0,after_shift,0
636,1.810076158977743,1.403845884001518,1.4079081867512804,0.406230274976225,-2.4770492370138317,5.284741005016867,0,after_shift,0
637,0.8866119580781517,1.4079081867512804,1.4026952244645492,-0.5212962286731286,-2.384523745352837,5.200340118855398,0,after_shift,0
638,2.5795611424764773,1.4026952244645492,1.4144638836446686,1.176865918011928,-2.3102147330719642,5.115605182001063,0,after_shift,0
639,2.524507375286086,1.4144638836446686,1.4255643185610827,1.1100434916414175,-2.2895435893736074,5.118471356662944,0,after_shift,0
640,0.5055943801806935,1.4255643185610827,1.4163646191772787,-0.9199699383803892,-2.260650032391319,5.111778669513484,0,after_shift,0
641,2.699196731694888,1.4163646191772787,1.4291929403024548,1.2828321125176092,-2.2291288369263924,5.06185807528095,0,after_shift,0
642,4.052684981945891,1.4291929403024548,1.455427860718889,2.623492041643436,-2.2267183844670386,5.085104265071948,0,after_shift,0
643,2.17196033243706,1.455427860718889,1.4625931854360708,0.7165324717181709,-2.5188170934206813,5.42967281485846,0,after_shift,0
644,1.662674837931494,1.4625931854360708,1.464594001961025,0.2000816524954232,-2.4407297912199217,5.365916162092063,0,after_shift,0
645,1.8579967855924784,1.464594001961025,1.4685280297973398,0.3934027836314533,-2.3422614520239895,5.27144945594604,0,after_shift,0
646,2.615256766968561,1.4685280297973398,1.479995317169052,1.1467287371712214,-2.2513087425267786,5.188364802121458,0,after_shift,0
647,0.2693283944927818,1.479995317169052,1.4678886479422895,-1.2106669226762703,-2.2263600881573735,5.186350722495478,0,after_shift,0
648,2.164390702977302,1.4678886479422895,1.4748536684926394,0.6965020550350127,-2.2347844877815337,5.170561783666113,0,after_shift,0
649,1.6095360505371898,1.4748536684926394,1.476200492313085,0.1346823820445504,-2.164184766755186,5.113892103740465,0,after_shift,0
650,3.847825012956045,1.476200492313085,1.4999167375195144,2.37162452064296,-2.071845928094254,5.0242469127204235,0,after_shift,0
651,1.825827266195042,1.4999167375195144,1.5031758428062696,0.3259105286755277,-2.3066923862819815,5.306525861321011,0,after_shift,0
652,3.66788761111952,1.5031758428062696,1.524822960489402,2.164711768313251,-2.213483587791865,5.219835273404405,0,after_shift,0
653,0.8962593022179928,1.524822960489402,1.5185373239066877,-0.6285636582714091,-2.377941332270871,5.427587253249675,0,after_shift,0
654,2.5872591668027924,1.5185373239066877,1.5292245423356488,1.0687218428961047,-2.3087047890549632,5.345779436868338,0,after_shift,0
655,2.3194002637912288,1.5292245423356488,1.5371262995502044,0.79017572145558,-2.269376246314464,5.327825330985762,0,after_shift,0
656,1.1309527521352176,1.5371262995502044,1.5330645640760545,-0.4061735474149868,-2.2030434166266732,5.277296015727082,0,after_shift,0
657,2.1773961146369403,1.5330645640760545,1.5395078795816635,0.6443315505608858,-2.122570217777181,5.18869934592929,0,after_shift,0
658,3.2125188368316007,1.5395078795816635,1.556237989154163,1.6730109572499372,-2.049685036876308,5.1287007960396345,0,after_shift,0
659,1.6762082957133992,1.556237989154163,1.5574376922197553,0.11997030655923635,-2.1176870305433995,5.230163008851726,0,after_shift,0
660,0.3080373508302367,1.5574376922197553,1.5449436888058599,-1.2494003413895185,-2.0243657070955825,5.1392410915350935,0,after_shift,0
661,1.982437173522554,1.5449436888058599,1.5493186236530267,0.43749348471669425,-2.045362754613486,5.135250132225206,0,after_shift,0
662,1.0975769052074873,1.5493186236530267,1.5448012064685714,-0.45174171844553945,-1.9623641050258962,5.0610013523319495,0,after_shift,0
663,1.6576590613361175,1.5448012064685714,1.5459297850172469,0.11285785486754607,-1.8913523943821835,4.980954807319327,0,after_shift,0
664,1.918412230314879,1.5459297850172469,1.5496546094702233,0.3724824452976321,-1.8040740348522197,4.8959336048867135,0,after_shift,0
665,0.2943477839844828,1.5496546094702233,1.5371015412153657,-1.2553068254857405,-1.7250719044401712,4.8243811233806175,0,after_shift,0
666,0.3843416606793219,1.5371015412153657,1.5255739424100054,-1.1527598805360437,-1.7639210133292598,4.838124095759991,0,after_shift,0
667,2.4820668355255253,1.5255739424100054,1.5351388713411607,0.9564928931155199,-1.783488963354974,4.834636848174985,0,after_shift,0
668,1.4772813038303196,1.5351388713411607,1.5345602956660522,-0.057857567510841035,-1.7533406927059543,4.823618435388275,0,after_shift,0
669,-0.5647443418205671,1.5345602956660522,1.513567249291186,-2.099304637486619,-1.6708880856296056,4.74000867696171,0,after_shift,0
670,2.784844036608135,1.513567249291186,1.5262800171643554,1.2712767873169488,-1.9134344054109498,4.940568903993322,0,after_shift,0
671,2.27236975527424,1.5262800171643554,1.5337409145454544,0.7460897381098845,-1.9210941177028664,4.973654152031577,0,after_shift,0
672,1.286125175963516,1.5337409145454544,1.531264757159635,-0.24761573858193842,-1.863413991880619,4.930895820971528,0,after_shift,0
673,0.6831697889417585,1.531264757159635,1.5227838074774562,-0.8480949682178764,-1.7840360564376876,4.846565570756957,0,after_shift,0
674,2.8358078963143374,1.5227838074774562,1.5359140483658251,1.3130240888368812,-1.7582720887561838,4.8038397037110965,0,after_shift,0
675,2.3493506225604297,1.5359140483658251,1.5440484141077713,0.8134365741946046,-1.781144274989181,4.852972371720831,0,after_shift,0
676,4.382602282684074,1.5440484141077713,1.5724339527935343,2.8385538685763025,-1.734745220999299,4.822842049214842,0,after_shift,0
677,2.420188598724937,1.5724339527935343,1.5809114992528484,0.8477546459314029,-2.1476181900805384,5.2924860956676065,0,after_shift,0
678,2.3877031412620147,1.5809114992528484,1.58897941567294,0.8067916420091663,-2.08927352623035,5.251096524736047,0,after_shift,0
679,1.833072069891435,1.58897941567294,1.591420342215125,0.2440926542184949,-2.028983540790847,5.2069423721367265,0,after_shift,0
680,2.816775867200791,1.591420342215125,1.6036738974649816,1.225355524985666,-1.9387332957100742,5.121573980140324,0,after_shift,0
681,2.6250852012481536,1.6036738974649816,1.6138880105028133,1.021411303783172,-1.9339183267978002,5.141266121727764,0,after_shift,0
682,3.251725008565195,1.6138880105028133,1.630266380483437,1.637836998062382,-1.9015504089662987,5.1293264299719254,0,after_shift,0
683,1.4786770813627153,1.630266380483437,1.6287504874922296,-0.15158929912072172,-1.9680000676170102,5.228532828583884,0,after_shift,0
684,1.5645925270560377,1.6287504874922296,1.6281089078878677,-0.06415796043619193,-1.8798797369647022,5.137380711949161,0,after_shift,0
685,1.5208968290880198,1.6281089078878677,1.6270367870998692,-0.10721207879984784,-1.7919516265359556,5.048169442311691,0,after_shift,0
686,2.790801721178989,1.6270367870998692,1.6386744364406602,1.1637649340791199,-1.7072016341285021,4.9612752083282405,0,after_shift,0
687,3.498374440296732,1.6386744364406602,1.657271436479221,1.8597000038560718,-1.703592088976211,4.980940961857532,0,after_shift,0
688,1.5411595068506994,1.657271436479221,1.6561103171829357,-0.11611192962852157,-1.8310700172104948,5.145612890168937,0,after_shift,0
689,1.5752262722069088,1.6561103171829357,1.6553014767331753,-0.08088404497602686,-1.744796427164004,5.0570170615298755,0,after_shift,0
690,2.3140772238697997,1.6553014767331753,1.6618892342045415,0.6587757471366245,-1.6599364261158094,4.97053937958216,0,after_shift,0
691,1.7542384999870986,1.6618892342045415,1.6628127268623671,0.09234926578255709,-1.5994840506432912,4.923262519052374,0,after_shift,0
692,2.95205365313989,1.6628127268623671,1.6757051361251423,1.2892409262775228,-1.5165843373722885,4.842209791097023,0,after_shift,0
693,-0.2517772906190467,1.6757051361251423,1.6564303118577004,-1.927482426744189,-1.541607621776359,4.893017894026643,0,after_shift,0
694,1.1732949530831054,1.6564303118577004,1.6515989582699546,-0.483135358774595,-1.7355279927919054,5.048388616507307,0,after_shift,0
695,1.2175836660385542,1.6515989582699546,1.6472588053476405,-0.43401529223140045,-1.670320815319042,4.9735187318589515,0,after_shift,0
696,-0.3203560123861448,1.6472588053476405,1.6275826571703027,-1.9676148177337853,-1.6036117867098638,4.898129397405144,0,after_shift,0
697,1.036361555631196,1.6275826571703027,1.6216704461549116,-0.5912211015391067,-1.8048989899654246,5.06006430430603,0,after_shift,0
698,1.0848438841540735,1.6216704461549116,1.6163021805349032,-0.5368265620008381,-1.747324629670329,4.990665521980152,0,after_shift,0
699,1.7988953454811696,1.6163021805349032,1.6181281121843658,0.18259316494626643,-1.687075435003369,4.919679796073176,0,after_shift,0
700,3.112965891660264,1.6181281121843658,1.6330764899791248,1.494837779475898,-1.603935140771052,4.840191365139784,0,after_shift,0
701,1.7549393488092977,1.6330764899791248,1.6342951185674266,0.1218628588301729,-1.6636112446827673,4.929764224641017,0,after_shift,0
702,0.9691862797288462,1.6342951185674266,1.6276440301790407,-0.6651088388385804,-1.5799583358508256,4.8485485729856785,0,after_shift,0
703,1.943045458786471,1.6276440301790407,1.6307980444651151,0.31540142860743026,-1.5368338732282858,4.792121933586367,0,after_shift,0
704,3.0491736214413496,1.6307980444651151,1.6449818002348775,1.4183755769762345,-1.4608017854968725,4.722397874427102,0,after_shift,0
705,1.0240411838850951,1.6449818002348775,1.6387723940713799,-0.6209406163497824,-1.514985795802009,4.804949396271764,0,after_shift,0
706,1.0894251160785515,1.6387723940713799,1.6332789212914516,-0.5493472779928283,-1.4692222503364518,4.746767038479211,0,after_shift,0
707,2.558548959274224,1.6332789212914516,1.6425316216712793,0.9252700379827725,-1.4183519981533512,4.684909840736254,0,after_shift,0
708,1.7784638842691995,1.6425316216712793,1.6438909442972587,0.13593226259792024,-1.395902974386507,4.680966217729066,0,after_shift,0
709,2.6474846907094745,1.6438909442972587,1.6539268817613808,1.0035937464122158,-1.3190122714358414,4.606794160030359,0,after_shift,0
710,1.9863532082047035,1.6539268817613808,1.657251145025814,0.3324263264433227,-1.3113885948849806,4.619242358407742,0,after_shift,0
711,2.701663648089567,1.657251145025814,1.6676952700564516,1.0444125030637528,-1.2415709175311802,4.556073207582808,0,after_shift,0
712,0.9649218859593592,1.6676952700564516,1.6606675362154806,-0.7027733840970923,-1.2432959266494024,4.5786864667623055,0,after_shift,0
713,1.9879153492117323,1.6606675362154806,1.663940014345443,0.3272478129962517,-1.2155151688924382,4.5368502413234,0,after_shift,0
714,1.789309985636843,1.663940014345443,1.665193714058357,0.12536997129140004,-1.1479982165735227,4.475878245264409,0,after_shift,0
715,0.7841090758958693,1.665193714058357,1.6563828676767323,-0.8810846381624877,-1.0768346806057496,4.407222108722464,0,after_shift,0
716,0.4365220521313115,1.6563828676767323,1.6441842595212781,-1.2198608155454207,-1.0807914589071028,4.393557194260567,0,after_shift,0
